"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-10",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-11",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-12",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-13",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-14",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-16",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-19",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-20",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-22",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-23",,,,,,,,,,,"4.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-24",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-26",,,"    2",",,N",,,"4.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-02-28",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-01",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-02",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-03",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-04",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-05",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-06",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-07",,,,,,,,,,,"4.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-08",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-09",,,,,,,,,,,"3.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-10",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-11",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-12",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-15",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-17",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-22",,,,,,,,,,,"37.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-23",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-25",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-26",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-27",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-28",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-29",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-30",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-03-31",,,,,,,,,,,"13.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-01",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-03",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-04",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-05",,,,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-06",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-07",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-08",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-09",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-10",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-11",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-12",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-13",,,,,,,,,,,"1.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-14",,,,,,,,,,,"2.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-15",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-16",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-17",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-18",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-20",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-21",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-22",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-23",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-24",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-26",,,,,,,,,,,"23.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-27",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-28",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-29",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-04-30",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-01",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-02",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-03",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-04",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-05",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-06",,,,,,,,,,,"8.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-07",,,,,,,,,,,"5.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-09",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-10",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-11",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-12",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-13",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-14",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-15",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-16",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-17",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-18",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-19",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-20",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-21",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-22",,,,,,,,,,,"23.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-23",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-24",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-25",,,,,,,,,,,"23.9",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-26",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-27",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-28",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1TXBRZ036","PEARLAND 7.4 W, TX US","29.548258","-95.398357","19.5","2022-05-29",,,,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
